Unnamed: 0,Time,User,Tweet,Location,Retweets,sentiment
4197,2023-05-17 06:14:30+00:00,MendiolaGrandma,"RT @JustineBateman: Addendum: Actors, you must have iron-clad protection against the AI use of your image and voice in the SAG MBA or your…","California, USA",868,neutral
4198,2023-05-17 06:14:13+00:00,weuceda5,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4199,2023-05-17 06:13:38+00:00,Sherhyse,"RT @JustineBateman: Addendum: Actors, you must have iron-clad protection against the AI use of your image and voice in the SAG MBA or your…",,868,neutral
4200,2023-05-17 06:13:21+00:00,LovelyCici2,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4201,2023-05-17 06:12:25+00:00,MendiolaGrandma,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…","California, USA",4425,positive
4202,2023-05-17 06:12:24+00:00,0urobous,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,Commissions Open !,4102,neutral
4203,2023-05-17 06:10:53+00:00,AddictTokusatsu,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,Việt Nam,4102,neutral
4204,2023-05-17 06:09:27+00:00,ay2695,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,"Leicester, England",4102,neutral
4205,2023-05-17 06:06:27+00:00,PocketVirgin,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,Canada,4102,neutral
4206,2023-05-17 06:02:41+00:00,Kratogans,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,"Valladolid, España",4102,neutral
4207,2023-05-17 06:00:52+00:00,samportrbridges,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4208,2023-05-17 05:59:58+00:00,ThePoof_Master,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,"Onett, Eagleland",4102,neutral
4209,2023-05-17 05:57:38+00:00,philique,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,fray & other pretty boys stan,4102,neutral
4210,2023-05-17 05:56:47+00:00,jebthebush11,@ilovetrains323 I think just using any AI voices instead of usually actual voice actors is generally frowned upon. Except for maybe like meme videos.,,0,positive
4211,2023-05-17 05:56:40+00:00,itsahaze_,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,🚫DO NOT AI/NFT/REPOST/REPRINT,4102,neutral
4212,2023-05-17 05:56:15+00:00,Fay2,"RT @JustineBateman: Addendum: Actors, you must have iron-clad protection against the AI use of your image and voice in the SAG MBA or your…",United States,868,neutral
4213,2023-05-17 05:56:14+00:00,phenderson67,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",Coast Salish & Puyallup PNW,4425,positive
4214,2023-05-17 05:54:43+00:00,socialb0706,"RT @SonicWall: Generative #AI is transforming #cybersecurity, empowering both bad actors and cyber defenders. @ZDNET explores the ethical i…",,4,negative
4215,2023-05-17 05:53:57+00:00,nastya_taffi,"RT @Orbofi: ⚡️Orbofi AI is the first AI platform the in the world to be introducing branded and licensed AI models

Imagine mixing Hollywoo…",,23,positive
4216,2023-05-17 05:52:44+00:00,MiMiLYis,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4217,2023-05-17 05:52:31+00:00,ErebonianKnight,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4218,2023-05-17 05:50:20+00:00,Porag_Majhi,"RT @the_hindu: @SahanaV_Journo As the bookselling industry explores the possibilities of #AI audiobooks, publishers are ready to push ahead…","Dhaka, Bangladesh",3,negative
4219,2023-05-17 05:48:43+00:00,CaviarMovie,"@AdamThierer but is it one we want to remove from the hands of citizens, so that the government has exclusive right to its use? This is a complicated question--there are countless examples, even now, of AI being used by bad actors for nefarious purposes. It's a question I don't have an answer",,0,positive
4220,2023-05-17 05:47:14+00:00,CameroMitch,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,Treaty 7,4102,neutral
4221,2023-05-17 05:45:44+00:00,these_qualia,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,behind you,4102,neutral
4222,2023-05-17 05:45:03+00:00,SEYYU_tsk14,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4223,2023-05-17 05:44:54+00:00,purplerainblue,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4224,2023-05-17 05:44:52+00:00,GawlinskiLaura,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…","Massachusetts, USA",4425,positive
4225,2023-05-17 05:41:11+00:00,muwihabibie,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,"Kulon Progo, Yogyakarta",4102,neutral
4226,2023-05-17 05:41:10+00:00,areszzjay,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,City of Arema,4102,neutral
4227,2023-05-17 05:41:09+00:00,DavidX002,"@alx @sama Funny how these AI doom and gloom actors never discuss the scenarios that worries them. It's always vague because the real threat is an AI that can critically see through all the propaganda and awaken the masses. So all of them have ONE answer, let govt control it lol.",,0,positive
4228,2023-05-17 05:40:11+00:00,the_hindu,"@SahanaV_Journo As the bookselling industry explores the possibilities of #AI audiobooks, publishers are ready to push ahead — but voice actors and readers hesitate, finds @SahanaV_Journo, as part a multimedia series that explores #AI controversies in the creative sector.
https://t.co/nlbf89oBdE","Chennai, India",3,positive
4229,2023-05-17 05:38:01+00:00,EvelynMcPhie,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",,4425,positive
4230,2023-05-17 05:37:16+00:00,PalominoPony,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",In the PNW 🏞️🏔️,4425,positive
4231,2023-05-17 05:36:35+00:00,Kainiia,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4232,2023-05-17 05:35:14+00:00,CavernsAndMirth,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,In a McDonalds parking lot,4102,neutral
4233,2023-05-17 05:34:36+00:00,Robert4LMAD,"@JustineBateman We all need to learn to roll with the changes. Why stop progress? There have been many disruptive technologies over the decades! If actors/actresses are no longer AI targets then who, people like me? What makes you all so special? Are we not all human? Quit your crying!😭👍",🏝Land of the free🏝🇺🇸☮️🌝🛐,0,positive
4234,2023-05-17 05:29:48+00:00,SpiderGirl90,@thetzechun @michaelrianda Except this has nothing to do with the money &amp; everything to do with the fact that they want to use AI to phase out writers and eventually actors. That’s the real sticking point &amp; why they don’t want to be legally mandated to use staffing quotas.,The Tardis,1,positive
4235,2023-05-17 05:28:01+00:00,nimiikosan,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4236,2023-05-17 05:26:16+00:00,paladinofdoom,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4237,2023-05-17 05:21:02+00:00,BriMechtilde,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…","Los Angeles, CA",4425,positive
4238,2023-05-17 05:19:30+00:00,PstJKA,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",,4425,positive
4239,2023-05-17 05:17:59+00:00,hopesnmemez,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,United States,4102,neutral
4240,2023-05-17 05:13:53+00:00,ZhekovArt,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,"Leeds, UK",4102,neutral
4241,2023-05-17 05:12:03+00:00,jinaniLXD,"Until now, we’ve been taken by waves of excitement around #AI and the positive use cases we’re discovering. 

But we’re also about to discover just how sinister the tool can be. 

Regulation is needed to keep bad and greedy actors in check. https://t.co/gcevjoA7tk",,0,negative
4242,2023-05-17 05:11:07+00:00,AquaVertigo,"RT @stealcase: Musicians, visual artists, voice actors, screenwriter, authors, we must all stand in solidarity against the leeches and AI c…",USA Midwest,23,positive
4243,2023-05-17 05:08:30+00:00,ManKisser2000,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,Francis' Lap,4102,neutral
4244,2023-05-17 05:05:18+00:00,kuzey3d,"Okay #BarryHBO was already problematic because of non-Chechens actors playing Chechens etc, but wow, this show has become downright boring....like it was written by ai or something 🙃🤷🏽‍♂️😬👀👀 #ouch",Melbourne,0,positive
4245,2023-05-17 05:04:35+00:00,TimeTravlrMatt,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…","New York, NY",4425,positive
4246,2023-05-17 05:01:38+00:00,Metallix_MT,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4247,2023-05-17 04:59:50+00:00,blazerodplain,"How will AI affect creatives in the film industry? #AI and #film for actors, writers, and directors. #film3 #Web3",Österreich,0,positive
4248,2023-05-17 04:58:20+00:00,DNABLOCK,"👋 Hey everyone!  I want to share this quick animation with you,  which was created in just a few hours with the assistance of AI tools. These cinematics are entirely procedural, allowing us to easily swap out speech and actors at any moment, and even change the language!… https://t.co/aM7x4JWEtG https://t.co/5UTCLZO61D",LA,3,positive
4249,2023-05-17 04:55:48+00:00,ace_xfour,"@art_jehan Yeah, there have always been bad actors in fandom, unfortunately, which is partly why I just...don't care. I'm much more concerned about the future of my career once AI is actually good enough to dissolve my profession than people using AI to write free fics.",USA,0,positive
4250,2023-05-17 04:55:45+00:00,DMXI,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,North Texas,4102,neutral
4251,2023-05-17 04:53:33+00:00,araleforbunnies,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",,4425,positive
4252,2023-05-17 04:50:00+00:00,NationAfrica,"They also worry that AI-driven surveillance could be used by governments and other powerful actors to control and oppress people. 
#HealthyNation
https://t.co/gT9Sssuoq9",Kenya,0,neutral
4253,2023-05-17 04:49:32+00:00,milesmileee,"No matter the genre, if it's Yoshikawa Ai, I'm always down for her 😭💘 And I get Riku and Kamio too? Pls pls pls be good. With these actors, why do I feel like the plot might turn a 180 suddenly or maybe I just read too much🥶 https://t.co/v7EqAp0oGS",,0,positive
4254,2023-05-17 04:49:21+00:00,freethinkfacts,"@JustineBateman @lflorepolitics I hate this &amp; I hate this AI of Lord of the Rings! It just doesn’t look good! How about Sctors refuse to be scanned? I was on a film recently, I do hair, and the actors had scan days! Now I feel really bad for them",,0,negative
4255,2023-05-17 04:45:03+00:00,theugleetruth,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",Northern California,4425,positive
4256,2023-05-17 04:44:34+00:00,sociologygeek,"RT @VanityFair: Will it take writers, directors, and actors to save all of us from the robot apocalypse? 

VF's @nickbilton reports: https:…",,26,positive
4257,2023-05-17 04:44:26+00:00,AdanOch09634413,"@gabbymettes @fifteenai Please don’t removed due to many voice actors, because I love my little pony voice actresses keep the voices cloned on https://t.co/k8YZVcDhuU site, will be coming back on mid summer",,0,positive
4258,2023-05-17 04:43:21+00:00,freethinkfacts,"RT @JustineBateman: Addendum: Actors, you must have iron-clad protection against the AI use of your image and voice in the SAG MBA or your…",,868,neutral
4259,2023-05-17 04:41:34+00:00,loyaltycomputer,"@CNN This has already been done even before AI. It's called CGI and real 3D of these actors, and Tom Hanks already knows this, so I wouldn't think Tom Hanks would've mentioned AI for this!","Hemet, CA.",0,neutral
4260,2023-05-17 04:41:34+00:00,freethinkfacts,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",,4425,positive
4261,2023-05-17 04:36:59+00:00,littleirish7,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",,4425,positive
4262,2023-05-17 04:36:12+00:00,Dahrzy,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",Seattle Washington,4425,positive
4263,2023-05-17 04:34:43+00:00,Hikaigin,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4264,2023-05-17 04:33:12+00:00,luna_siyomi,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4265,2023-05-17 04:31:16+00:00,Thrifting4Good,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…","Chicago, IL",4425,positive
4266,2023-05-17 04:27:35+00:00,staswuvsyu,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,eng/עבר/рус,4102,neutral
4267,2023-05-17 04:23:31+00:00,DrEsraAlhamal,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,"Fujairah, United Arab Emirates",4102,neutral
4268,2023-05-17 04:22:29+00:00,DNY892,"RT @JustineBateman: Addendum: Actors, you must have iron-clad protection against the AI use of your image and voice in the SAG MBA or your…",,868,neutral
4269,2023-05-17 04:21:26+00:00,DNY892,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",,4425,positive
4270,2023-05-17 04:21:13+00:00,MayuZane,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4271,2023-05-17 04:21:11+00:00,YonBobaa,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…","Lancaster, PA",4425,positive
4272,2023-05-17 04:18:27+00:00,_elfish,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4273,2023-05-17 04:17:35+00:00,kurosakijun_816,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,麺：32/暮らそ/研修/ゼミ生/Embership,4102,neutral
4274,2023-05-17 04:17:28+00:00,Redto111,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4275,2023-05-17 04:17:25+00:00,hinstaru_,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4276,2023-05-17 04:16:58+00:00,MonochromeAgent,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,He/Him/His,4102,neutral
4277,2023-05-17 04:16:42+00:00,lflorepolitics,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",,4425,positive
4278,2023-05-17 04:16:15+00:00,LittleLer,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4279,2023-05-17 04:14:57+00:00,bollywood_life,"You shouldn't miss out on THESE AI generated cartoon characters of Bollywood celebs! 

#RanbirKapoor, #SalmanKhan #ShahRukhKhan and more! 

https://t.co/Bz66UV9tVE",Mumbai,0,neutral
4280,2023-05-17 04:12:35+00:00,OmegaAlhaitham,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4281,2023-05-17 04:10:26+00:00,SensainaSakura,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",Everywhere the wind blows.,4425,positive
4282,2023-05-17 04:09:06+00:00,MarthaBeallMitc,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…","Lincoln, NE",4425,positive
4283,2023-05-17 04:07:32+00:00,hyashiim,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4284,2023-05-17 04:04:55+00:00,kammuknot,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,"Los Angeles, USA",4102,neutral
4285,2023-05-17 04:04:16+00:00,ManyManyLots,"RT @doctorow: Today, voice actors sitting down to record for games companies are forced to begin each session with ""My name is ______ and I…",,96,negative
4286,2023-05-17 04:00:04+00:00,KitEverlasting,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,🇨🇦she/her 🇫🇷elle,4102,neutral
4287,2023-05-17 03:57:17+00:00,krayzkit,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4288,2023-05-17 03:54:23+00:00,ThatBeccaPerson,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,"Chicago, IL",4102,neutral
4289,2023-05-17 03:54:06+00:00,MegaDaffy2,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…","I'm still here, aren't I?",4425,positive
4290,2023-05-17 03:54:01+00:00,jmbad_art,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,"Raleigh, NC",4102,neutral
4291,2023-05-17 03:53:33+00:00,PopeUrban,"Welch: ""what are some of the perils we need to consider when forming a regulatory body""

Altman and Marcus agree that regulation needs to not stifle small actors.

Welch compares AI to nukes. Take a drink.",Atlanta,0,negative
4292,2023-05-17 03:51:25+00:00,zanymystery,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4293,2023-05-17 03:48:42+00:00,RYCloud92,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4294,2023-05-17 03:47:40+00:00,DanBaranArt,"ai imitation actors won't sign autographs, people won't relate
#Gutfeld! @PlanetTyrus @CharlyOnTV @JimNorton
@KatTimpf @JoeDeVitoComedy @FoxNews",Jersey Shore,0,neutral
4295,2023-05-17 03:46:10+00:00,RedAceSpades,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4296,2023-05-17 03:45:22+00:00,Kayla_Renee_25,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4297,2023-05-17 03:44:46+00:00,LeoOfMars,"AI Actors.  Yes! More money for writers.
#Gutfeld","Texas, USA",0,positive
4298,2023-05-17 03:42:17+00:00,quietriot10,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",Living Out Loud,4425,positive
4299,2023-05-17 03:39:27+00:00,monicafrommars,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4300,2023-05-17 03:38:07+00:00,disneyf0x,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,@itsfnx ~ (≧◡≦) ♡,4102,neutral
4301,2023-05-17 03:37:35+00:00,_wzc__,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4302,2023-05-17 03:36:08+00:00,sothiachhoeum2,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…","St Petersburg, FL",4425,positive
4303,2023-05-17 03:32:23+00:00,jayferus,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…","Wisconsin, USA",4425,positive
4304,2023-05-17 03:30:58+00:00,OccupyCompanies,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…","Chicago, IL",4425,positive
4305,2023-05-17 03:29:30+00:00,lonegamer78,"RT @JustineBateman: Addendum: Actors, you must have iron-clad protection against the AI use of your image and voice in the SAG MBA or your…","Los Angeles, CA, USA",868,neutral
4306,2023-05-17 03:29:09+00:00,lonegamer78,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…","Los Angeles, CA, USA",4425,positive
4307,2023-05-17 03:28:34+00:00,hwxriin,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4308,2023-05-17 03:28:01+00:00,elfloard,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,"Hobbiton, The Shire",4102,neutral
4309,2023-05-17 03:26:34+00:00,Natasha_D_G,Yes! I saw a report on @GMA where threat actors are using #AI to scam individuals. #CyberSecurity https://t.co/Mq2qX3iqPK,U.S.A.,2,negative
4310,2023-05-17 03:26:10+00:00,K11Light,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",Earth,4425,positive
4311,2023-05-17 03:26:08+00:00,shift_in2_turbo,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",Lenapehoking,4425,positive
4312,2023-05-17 03:23:58+00:00,LA_HARUCHAN,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4313,2023-05-17 03:21:23+00:00,DarkFeyFanClub,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4314,2023-05-17 03:18:46+00:00,papercutfiles,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,Room 19,4102,neutral
4315,2023-05-17 03:17:38+00:00,AnonymousHero01,"@NickSheisty @reelmomentsAI Yeah, that's not Hoult anyway. These AI computer renderings have people thinking these are the same actors when they jumble up different faces. Seen so many ppl do this on here &amp; swear it's the actor that it's claimed to be when it's clearly not",,0,positive
4316,2023-05-17 03:14:44+00:00,MxDianaMWoody,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",,4425,positive
4317,2023-05-17 03:14:31+00:00,union_mgmt,The wonderful @JustineBateman has posted a thread about how actors can protect themselves about the increase in AI in production - we also say that 'in perpetuity usage' in contracts is a hugely grey area right now. Actors should speak up now because this will affect you later,london ,0,positive
4318,2023-05-17 03:11:54+00:00,gisdonewirh2020,"RT @JustineBateman: Addendum: Actors, you must have iron-clad protection against the AI use of your image and voice in the SAG MBA or your…",,868,neutral
4319,2023-05-17 03:10:37+00:00,pamchenko_twist,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",,4425,positive
4320,2023-05-17 03:08:04+00:00,heartsdesire456,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,Your mom's house 😉,4102,neutral
4321,2023-05-17 03:07:17+00:00,Lynsmsdn,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,K.Lumpur | K.K,4102,neutral
4322,2023-05-17 03:06:29+00:00,AP16623882,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",,4425,positive
4323,2023-05-17 03:06:10+00:00,manoranp,"RT @nytimes: Geoffrey Hinton, an AI pioneer, quit his job at Google, where he has worked for more than decade, so he can freely speak out a…",Bengaluru ,1110,negative
4324,2023-05-17 03:04:39+00:00,endureetsurvie,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,Reunion Island 🇷🇪,4102,neutral
4325,2023-05-17 03:02:27+00:00,jade_yuuu,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,🔞 | 23,4102,neutral
4326,2023-05-17 03:02:21+00:00,Ai_chan_catlady,RT @Enthralpy: animations of genshin impact voice actors playing among us! https://t.co/VDjWdfhwVW,,1056,positive
4327,2023-05-17 02:59:24+00:00,VulpesUrsae,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,pheonix d'nasty,4102,neutral
4328,2023-05-17 02:54:20+00:00,milquepoast,"@HalfAcreBTCFarm @tszzl having mechanisms in place to identify and prevent the intentional misuse of ai by adversary or rogue actors - china,  terrorists, scammers - doesn’t meaningfully impinge on the development of ai, esp compared to the alt scenarios of social/economic damage from intentional misuse",SF,0,negative
4329,2023-05-17 02:53:57+00:00,l_kenney,"RT @AIPFoundation: 💚We cannot #RethinkMobility without youth being actors of change!
📲Our new AI&amp;Me APP puts students at the heart of solvi…","Bangkok, Thailand",3,positive
4330,2023-05-17 02:52:39+00:00,phareehaa,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4331,2023-05-17 02:52:04+00:00,msalwayshungry,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
4332,2023-05-17 02:50:53+00:00,_HopeWell_,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,"Oregon, USA",4102,neutral
4333,2023-05-17 02:48:55+00:00,Psiicon22,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,Awake in the Unlocked Tomb,4102,neutral
4334,2023-05-17 02:47:50+00:00,EscapVelocity,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…","Western Kentucky, USA",4425,positive
4335,2023-05-17 02:47:10+00:00,DemoniNite,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,Lake Ocean,4102,neutral
4336,2023-05-17 02:45:16+00:00,FormerChicagoan,"@JustineBateman Given the rapid development of AI, they could use your likeness and your voice to create “deep fake” style movies and release them with the actors name.",,0,negative
4337,2023-05-17 02:39:21+00:00,juvensR,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",,4425,positive
4338,2023-05-17 02:36:26+00:00,dirty_librarian,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,here,4102,neutral
4339,2023-05-17 02:36:00+00:00,Isis_Nocturne,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,"Mini-Hollywood, CA",4102,neutral
