Unnamed: 0,Time,User,Tweet,Location,Retweets,cleaned_tweet
,,,"Yes, Listen to Dani. If not now... actors will be replaced with AI versions... it's already happening to voice actors.",,,yes listen dani actor replaced ai version already happening voice actor
,,,"AI can enable pattern recognition of anything and patterns can include what a human is thinking before they even verbalize it. This can turn the entire human body into an eavesdropping tool for bad actors, incl. now non-state sponsored ones. Hacking other devices (incl.",,,ai enable pattern recognition anything pattern include human thinking even verbalize turn entire human body eavesdropping tool bad actor incl non-state sponsored one hacking device incl
,,,Who's building this? Cameo but AI Best part - Cameo has the innovators dilemma here. They can't do this for fear of upending their existing business. different versions: : Get licenses Lots of stars are on Cameo. Kevin O'Leary from Shark Tank to all the actors of,,,building cameo ai best cameo innovator dilemma upending existing business different version get license lot cameo kevin 'leary shark tank actor
,,,"I think the new rule has to be never blame an AI, always blame human actors. Anything else seems like helping this big shift towards corporate impunity. Its a new form of hiring consultants.",,,think new rule never blame ai always blame human actor anything else seems like helping big shift towards corporate impunity new form hiring consultant
,,,Where Actors Could Make a Deal With Studios on AI,,,actor could make deal studio ai
,,,do we still need human actors? AI actors would be cheaper imho,,,still need human actor ai actor would cheaper
,,,"Realising that in a jam where voice actors are offering to work for free, theres still people who want to use AI from YouTube videos. Likeyou could just work with an amazing person! Instead of stealing! Makes me want to delete my YouTube.",,,realising voice actor offering work free there still people want use ai youtube video likeyou could work amazing person instead stealing make want delete youtube
,,,Does the DGA thinks theyre gonna direct the AI actors? AI writers and AI actors means AI directors smh,,,think theyre gon direct ai actor ai writer ai actor mean ai director
,,,"Amazing! With just one click, Wonder Studio can seamlessly replace actors with d characters. It's an AI tool that automatically adds lighting, animation, and arrangement to computer-generated characters within a real-world scene.",,,amazing one click wonder studio seamlessly replace actor character ai tool automatically add lighting animation arrangement computer-generated character within real-world scene
,,,"The latest episode of ReversingGlass is here. In it, Matt touches on the newfound popularity of AI in relation to SoftwareSupplyChainSecurity, pointing out the concerns he has for this technology being used by both good and bad actors. Watch it here:",,,latest episode reversingglass matt touch newfound popularity ai relation softwaresupplychainsecurity pointing concern technology used good bad actor watch
,,,Companies said they would use AI for the writers strike. Are they going to use AI to replace actors now too? Bc fuck AI. Pay people what they're worth!,,,company said would use ai writer strike going use ai replace actor fuck ai pay people 're worth
,,,AI is Theft. AI is Theft. AI is Theft. We must stand united and strike until we win. ,,,ai theft ai theft ai theft must stand united strike win
,,,"Im disappointed in myself for not trusting Taehyung enough to just believe his words and nothing else. This could very well be AI or fuckass actors trying cosplay my boy. From now on until he himself says it, I dont believe anything or any pics. Moving on.",,,disappointed trusting taehyung enough believe word nothing else could well ai fuckass actor trying cosplay boy say dont believe anything pic moving
,,,"It will give certain corporations even less accountability for bad actions, bad actors - swathed in the glow of the potential of AI.",,,give certain corporation even le accountability bad action bad actor swathed glow potential ai
,,,Check out her thread on AI and how it can potentially replace writers and even actors.,,,check thread ai potentially replace writer even actor
,,,"I want to watch real actors, not AI. Dont do this.",,,want watch real actor ai dont
,,,"Everyone worried about AI replacing artists and programmers and actors and whatever else needs to just take a deep breath and remember that the earth is on fire, governments arent going to intervene unless its economically feasible, and this issue wont matter in years.",,,everyone worried ai replacing artist programmer actor whatever else need take deep breath remember earth government arent going intervene unless economically feasible issue wont matter year
,,,"At BuzzFeed News, I wrote about a company using white actors to portray Black characters in VR DEI trainings. Experts &amp; employees were aghastit was blackface! Now, BuzzFeed will use AI to ""develop Black, Asian, Latino identity-based content"" for brands?",,,buzzfeed wrote company using white actor portray black character vr dei training expert employee aghastit blackface buzzfeed use ai develop black asian latino identity-based content brand
,,,Hollywood better pay writers what they are owed and keep employing actresses and actors I wont be watching AI generated shows and movies,,,hollywood better pay writer owed keep employing actress actor wont watching ai generated show movie
,,,Don't worry - you have another years before AI unemployment hits. Consider the fate of voice actors - % drop in demand in the past few months,,,worry another year ai unemployment hit consider fate voice actor drop demand past month
,,,"Whats our hope to counter harmful, perhaps even self replicating sociopathic AI that will be developed by bad actors around the world now that youve released the weighted code?",,,whats hope counter harmful perhaps even self replicating sociopathic ai developed bad actor around world youve released weighted code
,,,The writers are on strike. The actors might join us. The directors too. Wouldn't it have been easier just to pay us and regulate AI?,,,writer strike actor might join u director easier pay u regulate ai
,,,Alt man. Actors clown show your u can't even make this shit up. AI been running the show for awhile already,,,alt man actor clown show even make ai running show awhile already
,,,"If all products are made by AI, even human-looking ""actors""... What is even the point of humans any more? To tend the machines and serve as their audience?",,,product made ai even human-looking actor even point human tend machine serve audience
,,,"When I'm not reading SPYxFamily, I'm reading Best Actors Apartment! ",,,reading spyxfamily reading best actor apartment
,,,Blog - Build Better AI For Enterprise And Hybrid Cloud With IBMs WatsonX This will still come back to governance and ability to prevent bad actors. Blog Trusted AI and its Principles -,,,blog build better ai enterprise hybrid cloud ibms watsonx still come back governance ability prevent bad actor blog trusted ai principle
,,,Actors on strike Soon!!? The summer of Ai!!,,,actor strike soon summer ai
,,,"I read an article recently about voiceover actors having their voices stolen. Companies can use their voice, but its AI generated. And then they dont get paid.",,,read article recently voiceover actor voice stolen company use voice ai generated dont get paid
,,,Apparently already happening in video actors recording audio books. One company dumping most of it's staff to run an AI who can do this,,,apparently already happening video actor recording audio book one company dumping staff run ai
,,,"A bad AI future is one in which few powerful actors control the tech. That's what is being advocated for now and it's done by weaponizing the cult belief that AI tech will turn into a rogue god in the ""wrong hands."" We do need regulation, but this is a trap.",,,bad ai future one powerful actor control tech advocated done weaponizing cult belief ai tech turn rogue god wrong hand need regulation trap
,,,"if you read between the lines, or not even, you basically see Meta saying bad faith actors are not a problem because big tech are good at regulating toxic content. These guys are delusional. In Battle Over A.I., Meta Decides to Give Away Its Crown Jewels",,,read line even basically see meta saying bad actor problem big tech good regulating toxic content guy delusional battle meta decides give away crown jewel
,,,"To 's point, the studios seemed to have screwed up by loudly refusing to put AI on the table. Basically saying ""Scab-bots are just an inevitable feature of progress, like nicer cameras!"" Now actors are hip to the fact that their face and voice will be used against them",,,point studio seemed screwed loudly refusing put ai table basically saying scab-bots inevitable feature progress like nicer camera actor hip fact face voice used
,,,"Actors need to be fully protected from AI Technology using their performances, likeness or sound without permission &amp; also appropriately paid on all platforms!",,,actor need fully protected ai technology using performance likeness sound without permission also appropriately paid platform
,,,I just sat through a semi-annual video training for my job at a Fortune . This time the actors were all a little uncanny valley in their speech patterns and mannerisms and it became pretty obvious they were AI generated. The scenario you warned about is here.,,,sat semi-annual video training job fortune actor little uncanny valley speech pattern mannerism became pretty obvious ai generated scenario warned
,,,"""At any point of time, Microsoft could cut off OpenAI."" Worth listening to. Meta supports open source AI, OpenAI &amp; Google don't. Important to understand motivations of various actors in the ""pause AI"" initiative. Reasons for Congressional hearings are not what they appear.",,,point microsoft could cut openai worth listening meta support open source ai openai google important understand motivation various actor pause ai initiative reason congressional hearing appear
,,,"Wow. Ben Collins comes out against Hollywood actors, writers, musicians and production staff..who are all worried about how AI will affect their industry. Wow. Bold. Hey Hollywood, you have an enemy on Ben Collins!",,,wow ben collins come hollywood actor writer musician production staffwho worried ai affect industry wow bold hey hollywood enemy ben collins
,,,A really great point by that AI isn't a tool that is being used in Hollywood to solve a creative problem that requires fixing. (We have actors and writers). It is a tool for profit margins.,,,really great point ai tool used hollywood solve creative problem requires fixing actor writer tool profit margin
,,,I feel like next year will be a rough year for the industry..... And I think the public needs to support the actors and writers by being patient and not supporting anything to do with AI writing or acting.,,,feel like next year rough year industry think public need support actor writer patient supporting anything ai writing acting
,,,Curious how this shows up in AI training with both the quantity of 'negative' social posts plus the news which tends to report bad actors/actions - if this is much of what an AI encounters who rebalances weights of positive posts/news and how,,,curious show ai training quantity 'negative social post plus tends report bad actors/actions much ai encounter rebalances weight positive posts/news
,,,Actors and musicians can easily be replaced with AI.,,,actor musician easily replaced ai
,,,Can AI reproduce dialogue audio for those films recorded without sound? So many incredible actors voices are missing because they never recorded their voices for the film. What if AI can solve these dubbing issues somehow by mimicking a voice? Would this be ethically ok? Probably,,,ai reproduce dialogue audio film recorded without sound many incredible actor voice missing never recorded voice film ai solve dubbing issue somehow mimicking voice would ethically probably
,,,"Theyve been talking about AI and how it will change Hollywood movies/actors for a long time. Like so many careers, lots of ppl will be redundant. Its really a scary thought.",,,theyve talking ai change hollywood movies/actors long like many career lot redundant really scary thought
,,,"they're coming after everything creative, how is this shocking to anyone first, artists and writers, then voice actors, now composers; who's next? god this shit is getting exhausting. if only AI tech could be used for good purposes, not by lazy fucks who refuse to put effort in",,,'re coming everything creative shocking anyone first artist writer voice actor composer next god getting exhausting ai tech could used good purpose lazy fuck refuse put effort
,,,"Ai this script needed better established actors not abo Zandi. Once a pistol is drawn, everyone freezes. This girl is taking chances because even Longwe was not gonna survive if that was a robbery",,,ai script needed better established actor abo zandi pistol drawn everyone freeze girl taking chance even longwe gon survive robbery
,,,Depends on how it's trained. Bad actors can turn an AI against (some) people.,,,depends trained bad actor turn ai people
,,,AI is going to replace a lot of things. Including actors.,,,ai going replace lot thing including actor
,,,"I can assure you I am *absolutely not* underestimating the potential for powerful AI in the hands of bad actors to cause immense damage or to lead to the end of humanity, which is precisely the exact reason it must not lie exclusively in the corporate and government hands.",,,assure absolutely underestimating potential powerful ai hand bad actor cause immense damage lead end humanity precisely exact reason must lie exclusively corporate government hand
,,,Wonder Studio: Ai Powered Vfx Tool To Replace Actors With CGI ,,,wonder studio ai powered vfx tool replace actor cgi
,,,Thats pretty much what Im saying here. At least the Disney one has live actors and adresses while this Asylum one looks like its going to be AI generated if not bad CGI. And I know Asylum quite well.,,,thats pretty much saying least disney one live actor adresses asylum one look like going ai generated bad cgi know asylum quite well
,,,"Its too late. Bad actors are going to find ways around it pull off nefarious actions using AI. But I suppose, its better than not having any regulatory agency that evolve with new threats",,,late bad actor going find way around pull nefarious action using ai suppose better regulatory agency evolve new threat
,,,Justine Bateman sounds the alarm over AI use in Hollywood. Actors be aware of the seriousness of the situation in Hollywood. Be informed about your future in this industry. Please listen to this link. Protect your image-protect your voice,,,justine bateman sound alarm ai use hollywood actor aware seriousness situation hollywood informed future industry please listen link protect image-protect voice
,,,"As little as I care for the Live Action Disney remake, for using their actors and actresses as a means to an end for their $$$ agendas, I at the very least favor that film over this AI generated mess. I mean, have you seen what AI animation looks like!?",,,little care live action disney remake using actor actress mean end agenda least favor film ai generated mess mean seen ai animation look like
,,,Telecom Analytics for Fraud Management and Consumer Protection (TAFCOP) Artificial Intelligence and Facial Recognition powered Solution for Telecom SIM Subscriber Verification (ASTR) Continue reading below:,,,telecom analytics fraud management consumer protection tafcop artificial intelligence facial recognition powered solution telecom sim subscriber verification astr continue reading
,,,". discussed adversarial AI Attacks and highlighted how threat actors were manipulating AI tools and how in response, organizations need to deploy an integrated defense-in-depth security models that provides layered protections. Continue for more insights RSAC",,,discussed adversarial ai attack highlighted threat actor manipulating ai tool response organization need deploy integrated defense-in-depth security model provides layered protection continue insight rsac
,,,I just feel like theres a lot of bad faith actors pushing for regulation of so-called AI.,,,feel like there lot bad actor pushing regulation so-called ai
,,,Unpopular opinion...AI generated messages/stories/tweets by bad actors will crash the stock market multiple times as platforms struggle to understand what is real and what isn't.,,,unpopular opinionai generated messages/stories/tweets bad actor crash stock market multiple time platform struggle understand real
,,,"The AI pioneer who left Google and regrets his creation: ""It is hard to see how you can prevent the bad actors from using it for bad things."" Head of OpenAI asking for government regulation. But are these warnings of a dangerous future apocalyptic?",,,ai pioneer left google regret creation hard see prevent bad actor using bad thing head openai asking government regulation warning dangerous future apocalyptic
,,,"Alice out of interest what do you think actors should do in solidarity, join the picket lines, go on strike themselves too? AI will affect actors too, badly, unless something is done.",,,alice interest think actor solidarity join picket line go strike ai affect actor badly unless something done
,,,I'm glad ai voices exist now so we don't have to endure desperate twitter voice actors narrating anything and then adding their own quips ontop,,,glad ai voice exist endure desperate twitter voice actor narrating anything adding quip ontop
,,,The danger with AI are not the big actors we know about ...it is the bad actors to whom the rules will not apply.,,,danger ai big actor know bad actor rule apply
,,,"I think you're underestimating the potential for powerful AI in the hands of bad actors to cause immense damage or to lead to the end of humanity. For me, that's a very strong possibility given that powerful enough AI is in the hands of many.",,,think 're underestimating potential powerful ai hand bad actor cause immense damage lead end humanity strong possibility given powerful enough ai hand many
,,,"We are delighted to have participated in the Middle East Cybersecurity Conference. Important discussions were had on how to combat malicious cybersecurity actors and leverage new cybersecurity technologies, most importantly AI, in this new era of cybersecurity.",,,delighted participated middle east cybersecurity conference important discussion combat malicious cybersecurity actor leverage new cybersecurity technology importantly ai new era cybersecurity
,,,"Bad actors use simple AI to disrupt Schengen just book all the legitimate slots so people are forced to use illegitimate slots for big money, or not go. AIEthics Morocco: Unauthorized brokers obstructing Schengen visas ",,,bad actor use simple ai disrupt schengen legitimate slot people forced use illegitimate slot big money go aiethics morocco unauthorized broker obstructing schengen visa
,,,Its early but could AI some day replace actors and writers?,,,early could ai day replace actor writer
,,,"And with AI advancements, actors may become unemployed. There go their bedroom mansions they can buy after working a year.",,,ai advancement actor may become unemployed go bedroom mansion buy working year
,,,"Yomiuri Giants and anime ""Pushi no Ko"" will collaborate on June th at the Tokyo Dome. Voice actors for Ai will attend and original goods sold at Giants' online store and Tokyo Dome's shop.",,,yomiuri giant anime pushi collaborate june th tokyo dome voice actor ai attend original good sold giant online store tokyo dome shop
,,,As long as we live under capitalism actors will never be fairly compensated if the people using ai can help it.,,,long live capitalism actor never fairly compensated people using ai help
,,,"Cyberspace has become a new battleground for nation-state actors, including China, Russia, and Iran, who use cyberattacks to further their national interests. These attacks have increased in frequency, intensity, and sophistication in recent years &gt;&gt;",,,cyberspace become new battleground nation-state actor including china russia iran use cyberattacks national interest attack increased frequency intensity sophistication recent year
,,,"One of the big reasons writers went on strike was because of AI. Now the Actors are preparing to potentially go on strike and one of SAG's issues is AI. And some folks think it's hyperbole when things like, AI will litterally change everything, is said.",,,one big reason writer went strike ai actor preparing potentially go strike one sag issue ai folk think hyperbole thing like ai litterally change everything said
,,,"Like prior disruptive technologies, AI will out run regulations, be exploited by bad actors,have many negative/unintended consequences, while amazing breakthroughs, new products and services emerge that lay the foundation for decades of innovation and societal benefit",,,like prior disruptive technology ai run regulation exploited bad actor many negative/unintended consequence amazing breakthrough new product service emerge lay foundation decade innovation societal benefit
,,,"AI replacing voice actors for audiobooks already. Here are the Best AI Voice Generators in : . : - + voices in + languages - Filter voices by tone, gender, age, and more - Easy-to-use interface",,,ai replacing voice actor audiobooks already best ai voice generator voice language filter voice tone gender age easy-to-use interface
,,,Not only them. AI will replace actors and writers too. What will Hollywood do to prevent it? Nothing. It will be shock for them to be forced to live on the streets.,,,ai replace actor writer hollywood prevent nothing shock forced live street
,,,"Dont think this is fair on Mango - they are not bad actors, attackers were. Saber was what you call, OG Sol Peeps trying to force DeFi to the extent of allowing AI generated founders and re-used / double counted liquidity. Ian basically sole cause of the DeFi stain.",,,dont think fair mango bad actor attacker saber call trying force defi extent allowing ai generated founder re-used double counted liquidity ian basically sole cause defi stain
,,,"Maybe 'regulate' is not the correct legal term. Copyright laws already exist to protect artists' and their works. The same should be done regarding AI art. Especially in instances of new tech that attracts bad actors, laws surrounding that tech come about.",,,maybe 'regulate correct legal term copyright law already exist protect artist work done regarding ai art especially instance new tech attracts bad actor law surrounding tech come
,,,Recognise this hawt movie star?? Found a Brad Pitt fan site on Instagram which seems to be posting pics of Brad Pitt mixed with other actors using AI. For example the pic on the left looks like Brad Pitt mixed with Paul Walker.,,,recognise hawt movie star found brad pitt fan site instagram seems posting pic brad pitt mixed actor using ai example pic left look like brad pitt mixed paul walker
,,,"Eh, ish. The question is still relevant even if no bad actors: assume some agent is pointing AI at us like a weapon is a very-relevant question, regardless of who some agent is.",,,eh question still relevant even bad actor assume agent pointing ai u like weapon very-relevant question regardless agent
,,,ChatGPT text mastering and knowledge has now touched people in power that do not understand technology. The issue discussed is how this success is making safety a second issue for AI actors. Excellent summary to watch.,,,chatgpt text mastering knowledge touched people power understand technology issue discussed success making safety second issue ai actor excellent summary watch
,,,"AI (more like ML) replaced content brainstorming and episode structure some years ago. I don't think it will replace actors, but it will help them transform into the characters, as it already happens with Darth Vader's voice or the D ""hand drawn"" lines in the Spiderverse movies.",,,ai like ml replaced content brainstorming episode structure year ago think replace actor help transform character already happens darth vader voice drawn line spiderverse movie
,,,"Fight AI!!! Add to this the unregulated use of artificial intelligence and the burdens of the industrywide shift to self-tape, the outlook for working actors becomes unsustainable without transformative change.",,,fight ai unregulated use artificial intelligence burden industrywide shift self-tape outlook working actor becomes unsustainable without transformative change
,,,"No one will complain until it affects them in some manner, then suddenly it's a problem. This ai shit affects artists, Writers, actors, engineers and now musicians. All for the sake of ""convince"". This shit affects so many lives and refuse to see it from our perspective",,,one complain affect manner suddenly problem ai affect artist writer actor engineer musician sake convince affect many life refuse see perspective
,,,"also it seems clear to me that if actors, writers, and singers all get protections from ai usage in terms of both scripts and likenesses, that will be a near fatal blow to ai at all in the entertainment industry. and other unions in the industry would be bound to follow",,,also seems clear actor writer singer get protection ai usage term script likeness near fatal blow ai entertainment industry union industry would bound follow
,,,try to delete or manipulate them in the future. My recommendation Archive.org Wayback Machine and alternative tools. Some of the most powerful tools and AI systems are also connected to analyse all the data and to find the main actors behind these crimes on humanity and nature.,,,try delete manipulate future recommendation archive.org wayback machine alternative tool powerful tool ai system also connected analyse data find main actor behind crime humanity nature
,,,"As an author, I'm fascinated by the power of AI. In the future, we're likely to be able to change live-action movies to include any actors we want. But we must remember that with great power comes great responsibility.",,,author fascinated power ai future 're likely able change live-action movie include actor want must remember great power come great responsibility
,,,Movies already continue long after the actors die. We don't need AI for that!,,,movie already continue long actor die need ai
,,,"Yknow if actors strike and get AI banned too thats basically gonna be the ballgame, yeah?",,,yknow actor strike get ai banned thats basically gon ballgame yeah
,,,"I know it's probably gonna be tempting for actors to sign over their likeness to be inserted in AI movies on-demand, but if everyone does it it could probably ruin our lives for a few years with completely artificial entertainment. Yikes am I right?",,,know probably gon tempting actor sign likeness inserted ai movie on-demand everyone could probably ruin life year completely artificial entertainment yikes right
,,,"Because there aren't literally tens of millions of people who would instantly fill their shoes? Yew goofi breh Hollywood is trash. Replace the writers with AI, and let the actors strike.",,,literally ten million people would instantly fill shoe yew goofi breh hollywood trash replace writer ai let actor strike
,,,"AI is an extension of humanity. Hence, humanity is the threat they perceive - not AI. AI significantly enhance humanitys capacity to address the problems facing humanity including those by bad actors employing AI technology. Political hacks will use it for fear votes.",,,ai extension humanity hence humanity threat perceive ai ai significantly enhance humanity capacity address problem facing humanity including bad actor employing ai technology political hack use vote
,,,"Not really...but, if the US and other Western democracies play it smart, and continue to restrict access to key technologies such as the most advanced semiconductor machinery - see ASML, then nefarious actors will continue to struggle to develop more advanced forms of AI.",,,reallybut u western democracy play continue restrict access key technology advanced semiconductor machinery see asml nefarious actor continue struggle develop advanced form ai
,,,"""What if you could create professional videos in just minutes?"" Discover this week's Toolknow Use AI to create videos No actors, no camera, no microphone Available in over languages No voiceover, no translation, quickly Synthesia :",,,could create professional video minute discover week toolknow use ai create video actor camera microphone available language voiceover translation quickly synthesia
,,,"Im not an actor, Im a filmmaker. AI in years or less, if not regulated now, a lot of actors will be out of work. I dont think people understand how scary and cost cutting these advancements are. AI is already being used in filmmaking. We all need to be very concerned.",,,actor filmmaker ai year le regulated lot actor work dont think people understand scary cost cutting advancement ai already used filmmaking need concerned
,,,Could this news segment have been backed by a government program who is pushing for a pro-AI agenda in conjunction with Stability AI? There are reports where Japanese interviews are staged were actors pretend to be street interviewed &amp; read a script.,,,could segment backed government program pushing pro-ai agenda conjunction stability ai report japanese interview staged actor pretend street interviewed read script
,,,"Yes AI can write hollywood blockbusters and then simulate famous Hollywood actors playing the roles and CGI the whole kit and kaboodle. But, it occurs to me that AI cant make a documentary. I dont think AI can do that. You need people for that. Am I right?",,,yes ai write hollywood blockbuster simulate famous hollywood actor playing role cgi whole kaboodle occurs ai cant make documentary dont think ai need people right
,,,Yep. I visited a friend last summer who is a producer with multiple Emmys and BAFTAs. This is what they saidthat actors will be replaced with AI. Not what they wanted but how they saw the business going. Talent must be protected and valued.,,,yep visited friend last summer producer multiple emmy baftas saidthat actor replaced ai wanted saw business going talent must protected valued
,,,One thing to consider also: do you want the power to be in the hands of multiple unpredictable actors when tech gets better or with Musk... AI doesn't even need to be AGI to do great damage.,,,one thing consider also want power hand multiple unpredictable actor tech get better musk ai even need agi great damage
,,,Many SAG actors do voice work so a chunk of animated shows will shut down if a strike is called. The Animation Guild must be especially concerned about AI too.,,,many sag actor voice work chunk animated show shut strike called animation guild must especially concerned ai
,,,"AI regulation might be a good idea, but I fear that it might just give bad actors the control . Imagine a chatGPT-level innovation that wasnt made public ie, a scalable hiring solution that gives companies virtual workers but ordinary people dont get access",,,ai regulation might good idea might give bad actor control imagine chatgpt-level innovation wasnt made public ie scalable hiring solution give company virtual worker ordinary people dont get access
,,,"I was thinking last night, commercials and catalogs/mailers are most likely to see most immediate/irrevocable conversion to AI. Agencies feeding forty or so of their drug/liquor/beauty spots into an AI to iterate replicas. Killing the jobs of directors, crew, and actors/models.",,,thinking last night commercial catalogs/mailers likely see immediate/irrevocable conversion ai agency feeding forty drug/liquor/beauty spot ai iterate replica killing job director crew actors/models
,,,"The Making Off shows film set, actors, green screen, classic cameras and some AI. &gt;&gt;",,,making show film set actor green screen classic camera ai
,,,"hashelped bad actors innovateand develop new , enabling them to stay one step ahead of . AI helps attacks, , and generate content that resona",,,hashelped bad actor innovateand develop new enabling stay one step ahead ai help attack generate content resona
,,,Dear please vote yes on a strike AI is taking too many jobs from good and honest actors. This travesty stops right here and stops right now.,,,dear please vote yes strike ai taking many job good honest actor travesty stop right stop right
,,,Avatars as Actors: Will AI Unleash Celebrity Simulation Rights? via,,,avatar actor ai unleash celebrity simulation right via
,,,I hope our military (and every military in the world) is thinking about how AI could be used by malevolent actors to launch ICBMs and other weapons on hair trigger alert. Our security depends now on eliminating ALL ICBMs.,,,hope military every military world thinking ai could used malevolent actor launch icbm weapon hair trigger alert security depends eliminating icbm
,,,Damnthe SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike. Some of the reasons listed below. Resisting the studios' use of AI seems to be uniting actors and writers. This just got interesting,,,damnthe sag-aftra national board agreed unanimously recommend member vote authorize strike reason listed resisting studio use ai seems uniting actor writer got interesting
,,,I have never seen this sort of AI stuff until the last month or so. Its almost like they are testing to see how many actors are willing to take the bait.,,,never seen sort ai stuff last month almost like testing see many actor willing take bait
,,,"Hey Non-Union Actors... Please pay attention too. While a quick buck now may look appealing, agreeing voluntarily to sign your likeness away to AI, you're putting yourself and other actors out of business. DON'T sell yourself short. ",,,hey non-union actor please pay attention quick buck may look appealing agreeing voluntarily sign likeness away ai 're putting actor business sell short
,,,&gt; AI in the Arts Is the Destruction of the Film Industry. We Can't Go Quietly | Opinion,,,ai art destruction film industry go quietly opinion
,,,Let's see how long it takes for them to figure out that nobody cares.. bring in the AI writers and CGI actors for all I care lol.,,,let see long take figure nobody care bring ai writer cgi actor care
,,,I guess AI writers will make TV shows and movies with AI actors now. I love this dystopia. ,,,guess ai writer make tv show movie ai actor dystopia
,,,"NDTV maintains a specific focus on AI art, sharing subpar AI-generated images on Instagram that depict billionaires in hypothetical scenarios or portray actors in aged form. Idk how anyone can even editorially approve this.",,,ndtv maintains specific focus ai art sharing subpar ai-generated image instagram depict billionaire hypothetical scenario portray actor aged form anyone even editorially approve
,,,"Other actors, like James Earl Jones, are already working on deepfakes to ensure their characters live on. Hanks believes that with advancements in AI and deepfake technology, viewers won't be able to distinguish between real and virtual performances.",,,actor like james earl jones already working deepfakes ensure character live hank belief advancement ai deepfake technology viewer able distinguish real virtual performance
,,,"Pretty soon, our screens will be filled with the likes of ""zombie"" actors, who are cobbled together by AI with bits of minor players' body parts and features of the famously deceased.",,,pretty soon screen filled like zombie actor cobbled together ai bit minor player body part feature famously deceased
,,,"Hey Non-Union Actors... Please pay attention. While a quick buck now may look appealing, by agreeing voluntarily to sign your likeness away to AI, your putting yourself and other actors out of business",,,hey non-union actor please pay attention quick buck may look appealing agreeing voluntarily sign likeness away ai putting actor business
,,,"Hey Would you be opposed to not allowing postings on your sites that are for: AI projects Including any AI usage &amp; Usage in Perpetuity? This would help protect not only actors, but also your jobs.",,,hey would opposed allowing posting site ai project including ai usage usage perpetuity would help protect actor also job
,,,"How much longer till AI makes you obsolete? Writers, actors, it's all on the line. Hollywood is over.",,,much longer till ai make obsolete writer actor line hollywood
,,,"AI has a lot of potential. Period. Now, if it becomes AWARE, that's when the fun really begins. Yes, AI can be used by bad actors for many reasons, but there's still human motive behind it and that can be counteracted. If it starts thinking for itself, all bets are off.",,,ai lot potential period becomes aware fun really begin yes ai used bad actor many reason still human motive behind counteracted start thinking bet
,,,".. and also who bear the brunt of the drama, so she just hope the work will live up to all the efforts of the actors, and their hard works are paying off and she is looking forward to it",,,also bear brunt drama hope work live effort actor hard work paying looking forward
,,,"The author said after seeing the teaser for the next episode, Ousasa is continuing to different route from the manga, a world that is unknown to her. She said in any case, Ryosuke, Kanna &amp; all the actors are the one who carry the name of the drama...",,,author said seeing teaser next episode ousasa continuing different route manga world unknown said case ryosuke kanna actor one carry name drama
,,,"Couldn't AI regulation, if not enforceable, give the edge to rogue AIs or foreign actors like China? In principle, the idea of rules is nice. I just think there's so much room for unintended consequences.",,,ai regulation enforceable give edge rogue ai foreign actor like china principle idea rule think much room unintended consequence
,,,"Funny, I remember during the digital AI humans seminar with Wetawhen Alita was part of the topic a couple years ago. I remember a couple of the Weta team who were worried about ai replacing human actors at some point. Wish I screenrecorded",,,funny remember digital ai human seminar wetawhen alita topic couple year ago remember couple weta team worried ai replacing human actor point wish screenrecorded
,,,The actors will vote YES. Why? Actors incomes have plummeted precipitously since streaming began. Even making union health care minimums is a gauntlet. How do I know this? Because I experienced it. As did my friends. Add in the legitimate threat of AI? -&gt;,,,actor vote yes actor income plummeted precipitously since streaming began even making union health care minimum gauntlet know experienced friend legitimate threat ai
,,,Actors need to take a cue from Tom Cruise and worry about securing their Brand cuz with AI mfs will be able to appear in movies without even knowing it nor getting *actually* paid.,,,actor need take cue cruise worry securing brand ai mf able appear movie without even knowing getting actually paid
,,,"They should also have a clause minimizing, or an outright prohibition, on use of AI live and voice actors. Its already a problem for still photography modeling.",,,also clause minimizing outright prohibition use ai live voice actor already problem still photography modeling
,,,Proud of sag going in strike with the wga. Now actors cant be used to scab. Try and replace hat with AI you exec fucks,,,proud sag going strike wga actor cant used scab try replace hat ai exec fuck
,,,"Gee what a coincidence this happens, as the industry hits new time low, and automation in the form as AI writing and d modelling threatens to take the place of woke writers and actors.",,,gee coincidence happens industry hit new low automation form ai writing modelling threatens take place woke writer actor
,,,If you project into the future year or less. An AL movie script. Cast with AI actors. AI storyboard. AI is the Director too! Who needs Producers? Everybody is out of work.,,,project future year le al movie script cast ai actor ai storyboard ai director need producer everybody work
,,,making AI versions of actors after they die would be fucking weird bro,,,making ai version actor die would fucking weird
,,,"Does that assume everyone on the planes were like, AI generated or they were false flag actors that were never once recognized outside the tragedy? Or something like the hijackers took control and set the autopilot up, which was set at an exact perfect angle the explosives were?",,,assume everyone plane like ai generated false flag actor never recognized outside tragedy something like hijacker took control set autopilot set exact perfect angle explosive
,,,"I'm cool with actors being replaced by AI, the more automation the better. But they shouldn't use anyone's likeness without their permission (and compensation), and, as should be the goal with all automation, the value of replaced labor /",,,cool actor replaced ai automation better use anyone likeness without permission compensation goal automation value replaced labor
